id,canonical_name,synonyms
cd40l-slash-ifn---u-947----u-8211--activated-comma-_il--etc3qrun,"CD40L/IFN-γ–activated, IL-12p70–producing mDCs","['gp100 G154, G209-2M, G280-9V peptide vaccine', 'CD40L/IFN-γ–activated, IL-12p70–producing mDCs']"
atp128_,ATP128,['ATP128']
epoetin_alfa,Epoetin alfa,"['Epogen', 'r-HuEPO', 'Procrit', 'Retacrit', 'erythropoietin', 'Epoetin alfa']"
grn-1201_vaccine,GRN-1201 vaccine,"['HLA-A2-restricted melanoma-specific peptides vaccine GRN-1201', 'peptide vaccine GRN-1201', 'peptide cancer vaccine GRN-1201', 'cancer vaccine GRN-1201', 'GRN-1201 vaccine']"
pimodivir,Pimodivir,"['VX787', 'JNJ63623872', 'VX 787', 'VX-787', 'JNJ-63623872', 'JNJ 63623872', 'Pimodivir']"
mage-a1-comma-_mage-a3-comma-_ny-eso-1_peptides_vaccine,"MAGE-A1, MAGE-A3, NY-ESO-1 peptides vaccine","['MAGE-A1, MAGE-A3, NY-ESO-1 peptides vaccine']"
tpst-1120,TPST-1120,"['TPST 1120', 'TPST-1120']"
remifentanil,Remifentanil,"['Ultiva', 'Remifentanil hydrochloride', 'Remifentanil']"
ketoconazole,Ketoconazole,"['R-41400', 'R41400', 'D007654', 'D00351', 'Fungarest', 'Xolegel', 'Nizoral', 'R41,400', 'Panfungol', 'Fungoral', 'Ketoisdin', 'Ketoderm', 'Orifungal M', 'Ketoconazole']"
mobenakin,Mobenakin,"['recombinant il-1b', 'IL-1b', 'IL-1beta', 'Recombinant interleukin-1-beta', 'interleukin-1b', 'Mobenakin']"
granisetron,Granisetron,"['Sancuso', 'Sustol', 'GRAN', 'granisetron hydrochloride', 'Granisetron']"
ab122,AB122,"['AB-122', 'AB 122', 'Zimberelimab', 'AB122']"
car-t-colon-_anti-caix-comma-_i_generation_-lpar-cd3zeta-rpar-,"CAR-T: Anti-CAIX, I generation (CD3zeta)","['CAR-T: Anti-CAIX, I generation (CD3zeta)']"
roxadustat,Roxadustat,"['ASP 1517', 'FG-4592', 'FG 4592', 'Roxadustat']"
posaconazole,Posaconazole,"['Noxafil', 'SCH 56592', 'Posaconazole']"
medi6383,MEDI6383,"['MEDI 6383', 'MEDI-6383', 'MEDI6383']"
bi_836858,BI 836858,"['BI836858', 'BI 836858']"
telotristat_ethyl,Telotristat ethyl,"['LX1032', 'Telotristat', 'Xermelo', 'LX1606', 'Telotristat ethyl']"
cc-1,CC-1,['CC-1']
car-t-colon-_anti-gd2-comma-_iii_generation_-lpar-cd3z--etcrzvso,"CAR-T: Anti-GD2, III generation (CD3zeta_OX40_CD28)","['CAR-T: Anti-GD2, III generation (CD3zeta_OX40_CD28)']"
thyroid_cancer_autologous_tumor_lysate-pulsed_dc_vaccines,Thyroid Cancer autologous tumor lysate-pulsed DC vaccines,"['Thyroid autologous tumor lysate-pulsed DC', 'Thyroid autologous tumor lysate-pulsed dendritic cells', 'Thyroid Cancer autologous tumor lysate-pulsed DC vaccines']"
gen0101,GEN0101,"['TSD-001', 'HVJ-E', 'GEN0101']"
bp1002,BP1002,['BP1002']
pexastimogene_devacirepvec,Pexastimogene devacirepvec,"['Pexa-Vec', 'JX-594', 'Pexavec', 'thymidine kinase-deleted vaccinia-hGM-CSF JX-594', 'Pexastimogene devacirepvec']"
pegph20,PEGPH20,"['Pegylated recombinant human hyaluronidase PH20', 'PEGPH20']"
sulindac,Sulindac,"['Citireuma', 'Sulindac Sulfoxide', 'Sulinol', 'Imbaral', 'Apo-Sulin', 'Clinoril', 'Sudac', 'Reumyl', 'Clisundac', 'Algocetil', 'Sulreuma', 'Reumofil', 'SULIN', 'Aflodac', 'MK-231', 'Arthrocine', 'Novo-Sundac', 'Artribid', 'Sulindac']"
gbr1342,GBR1342,"['GBR-1342', 'GBR 1342', 'GBR1342']"
cs3006,CS3006,['CS3006']
krestin,Krestin,"['polysaccharide-K', 'PSK', 'Krestin']"
itacitinib,Itacitinib,"['Itacitinib adipate', 'INCB039110', 'INCB-039110', 'Itacitinib']"
pv-001-dv,PV-001-DV,"['PV 001-DV', 'PV001-DV', 'PV-001-DV']"
tenofovir,Tenofovir,"['TENOFOVIR DISOPROXIL FUMARATE', 'Viread', 'Tenofovir alafenamide', 'Tenofovir']"
dezapelisib,Dezapelisib,"['INCB040093', 'INCB-40093', 'Dezapelisib']"
can04,CAN04,"['Nidanilimab', 'CAN 04', 'CAN-04', 'CAN04']"
selicrelumab,Selicrelumab,"['CP-870,893', 'RO7009789', 'CP 870893', 'Selicrelumab']"
rbn-2397_,RBN-2397,['RBN-2397']
glasdegib,Glasdegib,"['PF-04449913 maleate', 'glasdegib maleate', 'Daurismo', 'Glasdegib']"
jnj-64264681,JNJ-64264681,['JNJ-64264681']
g207,G207,"['oncolytic HSV-1 G207', 'G207']"
mgd009,MGD009,"['MGD 009', 'MGD-009', 'MGD009']"
mk-1454,MK-1454,"['MK 1454', 'MK-1454']"
omacetaxine_mepesuccinate,Omacetaxine Mepesuccinate,"['HHT', 'homoharringtonine', 'Synribo', 'Omacetaxine Mepesuccinate']"
pbcar0191,PBCAR0191,['PBCAR0191']
rimiducid,Rimiducid,"['AP1903', 'dimerizer AP1903', 'Rimiducid']"
pv-10,PV-10,"['Provecta', 'Rose bengal', 'PV-10']"
autologous_bi-epitope_bcma-targeted_car_t_cells_jnj-68284528,Autologous bi-epitope BCMA-targeted CAR T cells JNJ-68284528,"['LCAR-B38M', 'JNJ-68284528', 'LCAR-B38M CAR T cell therapy', 'JNJ-4528', 'Autologous bi-epitope BCMA-targeted CAR T cells JNJ-68284528']"
fp-1305,FP-1305,['FP-1305']
milatuzumab-doxorubicin,Milatuzumab-Doxorubicin,"['IMMU-110', 'hLL1-DOX', 'Milatuzumab hLL1-DOX', 'CD74-DOX', 'MEDI-115', 'Milatuzumab-Doxorubicin']"
binimetinib,Binimetinib,"['ARRY-438162', 'MEK162', 'Binimetinib']"
bms-536924,BMS-536924,"['KIN001-126', 'BMS-536924']"
tas-120,Futibatinib,"['TAS 120', 'TAS-120', 'TAS120', 'Futibatinib']"
tipifarnib,Tipifarnib,"['R115777', 'Zarnestra', 'R-115777', 'Tipifarnib']"
adoptive_invariant_nkt_cells_transfer,Adoptive invariant NKT cells transfer,"['Adoptive invariant natural killer T cells transfer', 'Adoptive iNKT cells transfer', 'Adoptive invariant NKT cells transfer']"
dnx-2401,DNX-2401,"['Ad5-delta24RGD', 'DNX-2401']"
mor208,Tafasitamab,"['tafasitamab-cxix', 'XmAb5574', 'MOR00208', 'MONJUVI', 'MOR208', 'Tafasitamab']"
car-t-colon-_anti-gpc3-comma-_iii_generation_-lpar-cd3--etc2wyqc,"CAR-T: Anti-GPC3, III generation (CD3zeta_4-1BB_CD28)","['CAR-T: Anti-GPC3, III generation (CD3zeta_4-1BB_CD28)']"
muparfostat,Muparfostat,"['heparanase inhibitor PI-88', 'Mupafostat', 'PI-88', 'Muparfostat']"
masitinib,Masitinib,"['Masitinib mesylate', 'Masitinib']"
g250_peptide,G250 peptide,['G250 peptide']
mosunetuzumab,Mosunetuzumab,"['RG 7828', 'RG7828', 'BTCT-4465A', 'RO7030816', 'BTCT4465A', 'BTCT 4465A', 'Mosunetuzumab']"
omega-3_polyunsaturated_fatty_acid,Omega-3 polyunsaturated fatty acid,"['MO3PUFA', 'Omega-3 polyunsaturated fatty acid']"
autologous_dc_vaccine_loaded_with_tumor_antigens,Autologous DC vaccine loaded with tumor antigens,['Autologous DC vaccine loaded with tumor antigens']
okn-007,OKN-007,"['OKN007', 'NXY-059', 'OKN-007']"
cytarabine_liposomal,Cytarabine liposomal,"['DepoCyt', 'cytarabine liposome', 'liposomal cytarabine', 'Cytarabine liposomal']"
montanide,Montanide,"['C477385', 'ISA-51', ""Incomplete Freund's adjuvant"", 'MontanideISA51', 'Montanide ISA 51', 'Montanide']"
teniposide,Teniposide,"['Vumon', 'Teniposide']"
coltuximab_ravtansine,Coltuximab ravtansine,"['SAR3419', 'SAR 3419', 'Coltuximab ravtansine']"
fadrozole,Fadrozole,"['CGS 16949A', 'Afema', 'CGS-16949A', 'Fadrozole hydrochloride', 'Fadrozole']"
adu-623,ADU-623,"['live-attenuated Listeria monocytogenes encoding EGFRvIII-NY-ESO-1 vaccine ADU-623', 'ADU-623']"
ace1702,ACE1702,['ACE1702']
alt-p7,ALT-P7,"['HM2-MMAE', 'HER2ALT-P7', 'ALT-P7']"
alvac-lpar-2-rpar--ny-eso-1_-lpar-m-rpar--slash-tricom_vaccine,ALVAC(2)-NY-ESO-1 (M)/TRICOM vaccine,"['vCP2292', 'ALVAC(2)-NY-ESO-1 (M)/TRICOM vaccine']"
ab154,AB154,['AB154']
voruciclib,Voruciclib,"['P 1446A 05', 'Voruciclib']"
rmhtnf,rmhTNF,"['Recombinant mutated human TNF', 'NAX®', 'rmhTNF']"
bxq-350,BXQ-350,"['saposin C–dioleoylphosphatidylserine complexes', 'SapC-DOPS nanovesicles', 'saposin C-dioleoylphosphatidylserine nanovesicles', 'BXQ-350']"
fibrin_sealant,Fibrin sealant,"['Beriplast P', 'Fibrocaps', 'TISSEEL VH', 'Fibrin sealant']"
tenoxicam,Tenoxicam,"['Mobiflex', 'Tenoxicam']"
allo-501a,ALLO-501A,['ALLO-501A']
bpx-601,BPX-601,['BPX-601']
afm24,AFM24,['AFM24']
dacarbazine,Dacarbazine,"['DTIC-Dome', 'DTIC', 'Dacarbazine']"
black_raspberry,Black raspberry,"['BRB nectar', 'black raspberry extract', 'Black raspberry']"
bk0026,BK0026,['BK0026']
124i-girentuximab,124I-Girentuximab,['124I-Girentuximab']
cpp-psca_peptide-loaded_dendritic_cells,CPP-PSCA peptide-loaded dendritic cells,"['Cell penetrating peptide/prostate stem cell antigen peptide-loaded dendritic cells', 'CPP-PSCA (AAVLLPVLLAAP-ALQPGTALL) peptide-loaded dendritic cells', 'CPP-PSCA peptide-loaded dendritic cells']"
jnj-67856633,JNJ-67856633,"['JNJ 67856633', 'JNJ67856633', 'JNJ-67856633']"
ds-5010,DS-5010,"['BOS-172738', 'BOS172738', 'BOS 172738', 'DS5010', 'DS 5010', 'DS-5010']"
trametinib,Trametinib,"['Mekinist', 'Trametinib']"
dm-choc-pen,DM-CHOC-PEN,"['4-demethylcholesteryloxycarbonylpenclomedine', '4-demethyl-4-cholestryloxycarbonylpenclomedine', 'DM-CHOC-PEN']"
xmd14-99,XMD14-99,['XMD14-99']
car-t-colon-_cd19-pd1,CAR-T: CD19-PD1,['CAR-T: CD19-PD1']
netupitant,Netupitant,"['Netupitant Hydrochloride', 'Akynzeo', 'Netupitant']"
bhq880,BHQ880,['BHQ880']
et019002,ET019002,['ET019002']
131i-lipiodol,131I-lipiodol,"['Ethiodol', 'Ethiodized oil', 'Iodized Oil', 'Lipiodol', '131I-lipiodol']"
denintuzumab_mafodotin,Denintuzumab mafodotin,"['hBU12-491', 'SGN-CD19A', 'SGN-19A', 'Denintuzumab mafodotin']"
taladegib,Taladegib,"['LY2940680', 'Taladegib']"
celecoxib,Celecoxib,['Celecoxib']
primary_prostate_cancer_tissue-slash-htert-slash-survi--etcu0spc,primary prostate cancer tissue/hTERT/survivin mRNA-loaded autologous dendritic cell vaccine,['primary prostate cancer tissue/hTERT/survivin mRNA-loaded autologous dendritic cell vaccine']
carotuximab,Carotuximab,"['Anti-endoglin monoclonal antibody TRC105', 'trc105', 'c-SN6j', 'trc-105', 'Carotuximab']"
tak-169,TAK-169,['TAK-169']
doxorubicin,Doxorubicin,"['Adriamycin', 'Rubex', 'ADM', 'Doxorubicin Hydrochloride', 'ADR', 'Doxorubicin']"
pentostatin,Pentostatin,"[""2'-deoxycoformycin"", 'Nipent', 'pentostatine', 'deoxycoformycin', 'co-vidarabine', 'Pentostatin']"
m-3258,M-3258,"['M3258', 'M-3258']"
inebilizumab,Inebilizumab,"['MEDI-551', 'Inebilizumab']"
medi1873,MEDI1873,"['MEDI 1873', 'MEDI1873']"
asn004,ASN004,['ASN004']
refametinib,Refametinib,"['BAY 869766', 'MEK inhibitor RDEA119', 'RDEA119', 'BAY86-9766', 'Refametinib']"
tanezumab,Tanezumab,['Tanezumab']
b7-1_gene-modified_autologous_tumor_cell_vaccine,B7-1 Gene-Modified Autologous Tumor Cell Vaccine,['B7-1 Gene-Modified Autologous Tumor Cell Vaccine']
sgc0946,SGC0946,['SGC0946']
ng-monomethyl-l-arginine,NG-monomethyl-L-arginine,"['L-NMMA', 'Methylarginine', 'NG-monomethyl-L-arginine']"
reslizumab,Reslizumab,['Reslizumab']
epigallocatechin_gallate,Epigallocatechin Gallate,"['epigallocatechin-3-gallate', 'tea catechin', 'EGCG', 'epigallocatechingallate', 'Epigallocatechin Gallate']"
melcancervac,MelCancerVac,"['Autologous Dendritic Cells Pulsed With Allogenous Melanoma Lysate', 'MelCancerVac']"
buserelin,Buserelin,"['Suprefact', 'Buserelin']"
psma_adc,PSMA ADC,"['anti-PSMA-MMAE-ADC', 'PSMA ADC']"
rpsma-slash-rsurvivin_primed_dendritic_cell_vaccine,rPSMA/rSurvivin primed dendritic cell vaccine,"['PSMA 154–163/Survivin 95–104 primed DCs', 'LLHETDSAV/ELTLGEFLKL primed DCs', 'rPSMA/rSurvivin primed dendritic cell vaccine']"
gilteritinib,Gilteritinib,"['ASP2215', 'Gilteritinib']"
fr_alpha_peptide_vaccine,FR alpha peptide vaccine,"['Multi-epitope Folate Receptor Alpha Peptide Vaccine', 'FR alpha peptide vaccine']"
ranagengliotucel-t,Ranagengliotucel-T,"['ranagengliotucel T', 'Glionix', 'Ranagengliotucel-T']"
pik-93,PIK-93,['PIK-93']
medi1191,MEDI1191,"['MEDI 1191', 'MEDI-1191', 'MEDI1191']"
serabelisib,Serabelisib,"['INK 1117', 'TAK-1117', 'INK1117', 'MLN1117', 'MLN 1117', 'Serabelisib']"
ganoderma_lucidum,Ganoderma lucidum,"['concentrated Ganoderma lucidum extract', 'concentrated red Reishi mushroom extract', 'LingZhi', 'Mikei Red Reishi Essence EX', 'Ganoderma lucidum']"
busulfan,Busulfan,"['Myleran', 'Busulfex', 'Busulfan']"
cea_-lpar-605--u-8211--613-rpar-_peptide-pulsed_autolo--etclwbyv,CEA (605–613) peptide-pulsed autologous dendritic cells,"['CEA peptide (YLSGANLNL, CEA605–613)-pulsed DC vaccination', 'CEA (605–613) peptide-pulsed autologous dendritic cells']"
16-comma-_16-dimethyl_prostaglandin_e2,"16, 16-dimethyl prostaglandin E2","['16, 16-Dimethyl-PGE', '16, 16-dimethyl prostaglandin E2']"
beta_carotene,Beta carotene,"['beta-Carotene', 'Solatene', 'Lumitene', 'Beta carotene']"
car-t-colon-_anti-muc16-comma-_ii_generation_-lpar-cd3--etcf74gn,"CAR-T: Anti-MUC16, II generation (CD3zeta_CD28_IL12)","['CAR-T: Anti-MUC16, II generation (CD3zeta_CD28_IL12)']"
cg0070,CG0070,"['Oncolytic adenovirus encoding GM-CSF', 'CG0070']"
ef-022,EF-022,"['Modified Vitamin D Binding Protein Macrophage Activating Factor', 'Modified Vitamin D Binding Protein Macrophage Activator', 'EF-022']"
xmt-1592,XMT-1592,['XMT-1592']
resveratrol,Resveratrol,"['trans-Resveratrol', 'C059514', 'C03582', 'SRT-501', 'SRT 501', 'SRT501', 'Resveratrol']"
k0706,K0706,['K0706']
urorcc,UroRCC,['UroRCC']
sofituzumab_vedotin,Sofituzumab vedotin,"['MMAE anti-MUC16 monoclonal antibody conjugate', 'DMUC-5754A', 'RG-7458', 'Anti-MUC16 ADC MMAE', 'MUC16-targeted antibody-drug conjugate DMUC5754A', 'Anti-MUC16 monoclonal antibody MMAE', 'Anti-MUC16 mAb MMAE', 'Anti-MUC16 monoclonal antibody monomethyl auristatin E conjugate', 'MMAE anti-MUC16 mAb', 'Anti-MUC16 MMAE ADC', 'DMUC5754A', 'RG7458', 'Monomethyl auristatin E anti-MUC16 monoclonal antibody conjugate', 'Anti-MUC16 monoclonal antibody vedotin', 'Sofituzumab vedotin']"
activin_a_inhibitor_stm_434,Activin A inhibitor STM 434,"['STM 434', 'STM-434', 'Activin A inhibitor STM 434']"
apg-1252,APG-1252,"['APG 1252', 'APG1252', 'APG-1252']"
ttk-567-slash-urlc10-177-slash-koc1-508-slash-vegfr1-1--etciawpu,TTK-567/URLC10-177/KOC1-508/VEGFR1-1084/VEGFR2-169 peptide vaccine,"['TTK-567/URLC10-177/KOC1-508/VEGFR1-1084/VEGFR2-169 multiple epitope peptide vaccine', 'TTK-567/URLC10-177/KOC1-508/VEGFR1-1084/VEGFR2-169 peptide vaccine']"
anti-pd-l1_monoclonal_antibody_shr-1316,SHR-1316,"['HTI-1088', 'SHR-1316']"
alpha--u-8208--1-comma-3--u-8208--galactosyltransferas--etcwycjb,"Alpha‐1,3‐galactosyltransferase‐expressing allogeneic renal cell carcinoma immunotherapy","['HAR', 'HyperAcute Renal immunotherapy', 'Alpha‐1,3‐galactosyltransferase‐expressing allogeneic renal cell carcinoma immunotherapy']"
blinatumomab,Blinatumomab,"['AMG103', 'Blincyto', 'MT103', 'Blinatumomab']"
s64315,S64315,"['MIK-665', 'MIK 665', 'MIK665', 'S 64315', 'S64315']"
tegafur-gimeracil-oteracil_potassium-leucovorin,Tegafur-gimeracil-oteracil potassium-leucovorin,"['TAS-118', 'Tegafur-gimeracil-oteracil potassium-leucovorin']"
sdx-101,SDX-101,"['R-etodolac', 'SDX-101']"
psa_rna-pulsed_dendritic_cell_vaccine,PSA RNA-pulsed dendritic cell vaccine,['PSA RNA-pulsed dendritic cell vaccine']
crizotinib,Crizotinib,"['Xalkori', 'Crizotinib']"
galeterone,Galeterone,"['TOK-001', 'SARM/LI TOK-001', 'Galeterone']"
actr087,ACTR087,"['ACTR 087', 'ACTR-087', 'ACTR087']"
medi3726,MEDI3726,"['ADCT-401', 'MEDI3726']"
mage-a3-slash-hpv_16_peptide_vaccine,MAGE-A3/HPV 16 peptide vaccine,"['GL-0810 (HPV16)+GL-0817 (MAGE-A3)', 'MAGE-A3/HPV 16 peptide vaccine']"
flibanserin,Flibanserin,['Flibanserin']
nci-4650_vaccine,NCI-4650 vaccine,"['PCV NCI-4650', 'personalised cancer vaccines NCI-4650', 'NCI-4650 vaccine']"
nilutamide,Nilutamide,"['RU-23908', 'Nilandron', 'Anandron', 'Nilutamide']"
hla-a1-binding_mage-1-slash-mage-3_multipeptide-pulsed--etcwimlj,HLA-A1-binding MAGE-1/MAGE-3 multipeptide-pulsed autologous dendritic cell vaccine,['HLA-A1-binding MAGE-1/MAGE-3 multipeptide-pulsed autologous dendritic cell vaccine']
anti-bcma-car-41bb-cd3zeta-expressing_t_cells_ct053,anti-BCMA-CAR-41BB-CD3zeta-expressing T cells CT053,"['CT053 CAR-BCMA T', 'CT053', 'CAR-BCMA T cells CT053', 'CT053 CAR-BCMA T cells', 'CT-053', 'CT 053', 'BCMA Car-T (CT053)', 'anti-BCMA-CAR-41BB-CD3zeta-expressing T cells CT053']"
brostallicin,Brostallicin,"['PNU-166196', 'Brostallicin']"
alpn-202,ALPN-202,"['ALPN 202', 'ALPN202', 'ALPN-202']"
ic9-car19_t_cells,iC9-CAR19 T cells,['iC9-CAR19 T cells']
crm197,CRM197,['CRM197']
sacubitril,Sacubitril,"['AHU-377', 'Entresto', 'AHU377', 'AHU 377', 'Sacubitril']"
wt1-slash-gp100-slash-tyrosinase-slash-mage-a3_pulsed_dcs,WT1/gp100/tyrosinase/MAGE-A3 pulsed DCs,['WT1/gp100/tyrosinase/MAGE-A3 pulsed DCs']
losatuxizumab_vedotin,Losatuxizumab vedotin,"['ABBV-221', 'Losatuxizumab vedotin']"
fresolimumab,Fresolimumab,['Fresolimumab']
oncoquest-l,Oncoquest-L,"['autologous tumor cell proteoliposome chronic lymphocytic leukemia vaccine', 'Oncoquest-L']"
mrna-2416,mRNA-2416,"['mRNA 2416', 'mRNA-2416']"
4scar19-slash-70,4SCAR70,['4SCAR70']
ny-eso-1_protein_vaccine_plus_montanide_isa-51_vg,NY-ESO-1 protein vaccine plus Montanide ISA-51 VG,"['NY-ESO-1 protein vaccine emulsified In Montanide ISA-51 VG', 'NY-ESO-1 protein vaccine plus Montanide ISA-51 VG']"
cc-99712,CC-99712,['CC-99712']
ak109,AK109,['AK109']
tpx-0046,TPX-0046,['TPX-0046']
indusatumab_vedotin,Indusatumab vedotin,"['MLN-0264', 'MLN 0264', '5F9vcMMAE', 'TAK-264', 'MLN0264', 'TAK264', 'Indusatumab vedotin']"
iph5401,IPH5401,"['NN 8210', 'IPH 5401', 'IPH5401']"
durvalumab,Durvalumab,"['MEDI 4736', 'Imfinzi', 'MEDI-4736', 'MEDI4736', 'Durvalumab']"
cc-90010,CC-90010,"['CC 90010', 'CC-90010']"
gdc-0425,GDC-0425,['GDC-0425']
agatolimod,Agatolimod,"['VaxImmune', 'ODN 2006', 'Agatolimod sodium', 'CpG7909', 'ProMuneT', 'CpG-7909', 'CpG-B', 'PF-3512676', 'CpG 7909', 'Agatolimod']"
azd6738,Ceralasertib,"['AZD6738', 'Ceralasertib']"
peginterferon_alfa-2a,Peginterferon Alfa-2a,"['pegylated interferon alfa-2a', 'PEGASYS', 'Peg-interferon alfa-2a', 'Peginterferon Alfa-2a']"
cd269,CD269,"['spCART-269', 'CD269']"
kif20a--u-8208--66_peptide_vaccine,KIF20A‐66 peptide vaccine,"['KIF20A‐66 peptide (KVYLRVRPLL) restricted with HLA‐A*2402', 'HLA-A*2402-restricted KIF20A‐66 peptide vaccine', 'KIF20A‐66 peptide vaccine']"
lu_177_dota-tetulomab,Lu 177 DOTA-tetulomab,"['177Lu-lilotomab', 'Lilotomab', 'Betalutin', 'Lu 177 DOTA-tetulomab']"
agen1223,AGEN1223,['AGEN1223']
glyceryl_trinitrate,Glyceryl trinitrate,"['Transderm-Nitro', 'D00515', 'Deponit', 'D005996', 'Nitro-Dur', 'Minitran', 'Glyceryl trinitrate transdermal patch', 'GTN transdermal patch', 'Nitroglycerin transdermal patch', 'Glyceryl trinitrate']"
tiragolumab,Tiragolumab,['Tiragolumab']
bay-79-4620,BAY-79-4620,"['3ee9-IC', 'CAIX-ADC', 'BAY79-4620', 'MN-IC', 'Carboanhydrase 9 – antibody drug conjugate', 'CA9-ADC', 'BAY 79-4620', 'BAY 794620', '3ee9', 'BAY-79-4620']"
capmatinib,Capmatinib,"['INC280', 'INCB028060', 'Capmatinib']"
rv-b7-dot-1,rV-B7.1,"['Recombinant Vaccinia-B7.1 rV-B7 (Recomb Vaccinia/B7)', 'rV-B7.1']"
guadecitabine,Guadecitabine,"['SGI 110', 'SGI110', 'SGI-110', 'Guadecitabine']"
obinutuzumab,Obinutuzumab,"['Afutuzumab', 'Gazyva', 'GA101', 'Obinutuzumab']"
linifanib,Linifanib,"['RG 3635', 'A-741439', 'C513486', 'D09635', 'RG-3635', 'A741439', 'RG3635', 'A 741439', 'ABT-869', 'Multitargeted receptor tyrosine kinase inhibitor ABT-869', 'ABT869', 'ABT 869', 'Linifanib']"
oprozomib,Oprozomib,"['PR-047', 'ONX 0912', 'Oprozomib']"
pixantrone_dimaleate,Pixantrone dimaleate,"['BBR 2778', 'Pixantrone', '6,9-bis[(2-aminoethyl)amino]benzo[g]isoquinoline-5,10-dione dimaleate', 'Pixantrone dimaleate']"
invac-1,INVAC-1,"['hTERT-encoding DNA vaccine INVAC-1', 'INVAC-1']"
oncoimmunome,OncoImmunome,['OncoImmunome']
ataluren,Ataluren,['Ataluren']
t0901317,T0901317,['T0901317']
romiplostim,Romiplostim,"['Nplate', 'Romiplostim']"
mercaptopurine,Mercaptopurine,"['6-Mercaptopurine', 'Purixan', 'Purinethol', 'Mercaptopurine']"
htert-slash-survivin-slash-melanoma_tumor_cell-derived--etcawcmc,hTERT/survivin/melanoma tumor cell-derived mRNA-transfected dendritic cell vaccine,['hTERT/survivin/melanoma tumor cell-derived mRNA-transfected dendritic cell vaccine']
psa_peptide-loaded_dendritic_cells,PSA peptide-loaded dendritic cells,"['DCs pulsed with PSA1/PSA2/PSA3', 'Dendritic cells pulsed with PSA1(141–150)/PSA2(146–156)/PSA3(154–163)', 'Autologous dendritic cells pulsed with PSA-1/PSA-2/PSA-3', 'PSA peptide-loaded dendritic cells']"
fgf-5_peptides,FGF-5 peptides,['FGF-5 peptides']
umbralisib,Umbralisib,"['TGR-1202', 'Umbralisib']"
shr-1702,SHR-1702,['SHR-1702']
cdx-1140,CDX-1140,"['CDX 1140', 'CDX-1140']"
cc-122_hydrochloride,Avadomide,"['CC 122', 'CC122', 'CC-122', 'Avadomide']"
gt90001,GT90001,['GT90001']
taplitumomab_paptox,Taplitumomab paptox,"['B43 (anti-CD19) immunotoxin', 'B43-pokeweed antiviral protein immunotoxin', 'B43-PAP', 'B43-PAP immunotoxin', 'B43 immunotoxin', 'Taplitumomab paptox']"
abt-751,ABT-751,['ABT-751']
eicosapentaenoic_acid,Eicosapentaenoic acid,"['timnodonic acid', 'EPA', 'IPA', 'icosapentaenoic acid', 'Eicosapentaenoic acid']"
ql-xi-92,QL-XI-92,['QL-XI-92']
bi_891065,BI 891065,"['BI891065', 'BI-891065', 'BI 891065']"
cyc065,CYC065,['CYC065']
vx-11e,VX-11e,['VX-11e']
bca101,BCA101,['BCA101']
tas1440,TAS1440,['TAS1440']
acetylsalicylic_acid,Acetylsalicylic acid,"['Aspirin', 'Acetylsalicylic acid']"
jmt101,JMT101,['JMT101']
apx005m,APX005M,['APX005M']
iodine-131,Iodine-131,"['Radiodine', 'Radiodine-131', 'Iodine-131']"
conventional_external_beam_radiation_therapy_-lpar-2dxrt-rpar-,Accelerated partial breast irradiation (APBI),"['APBI', 'Accelerated partial breast irradiation (APBI)']"
bcd-100,BCD-100,"['BCD100', 'BCD 100', 'BCD-100']"
sp1049c,SP1049C,"['Pluronic polymer micelle doxorubicin', 'SP1049C']"
ker-050,KER-050,['KER-050']
pinometostat,Pinometostat,"['EPZ5676', 'EPZ-5676', 'Pinometostat']"
plx8394,PLX8394,['PLX8394']
monalizumab,Monalizumab,['Monalizumab']
allogenic_nk_cells_transfer,Allogenic NK Cells transfer,"['Allogenic NK tranfer', 'Allogeneic natural killer cell therapy', 'Allogeneic NK cell therapy', 'Allogeneic NK cell transfer', 'Allogenic NK Cells transfer']"
anti-her2_adc_arx788,Anti-HER2 ADC ARX788,"['ADC ARX788', 'ARX788', 'Anti-HER2 ADC ARX788']"
gsk3145095,GSK3145095,"['GSK-3145095', 'GSK 3145095', 'GSK3145095']"
nc-6004,NC-6004,"['Micelplatin', 'Nanoplatin', 'NC-6004']"
heavy-ion_therapy,Carbon ion therapy (CIRT),"['Carbon ion therapy', 'CIRT', 'Carbon ion therapy (CIRT)']"
samrotamab_vedotin,Samrotamab vedotin,"['PR-1498487-MMAE', 'Anti-huLRRC15 antibody-drug Conjugate', 'anti-huLR C15 ADC', 'ABBV-085', 'Samrotamab vedotin']"
actr707,ACTR707,"['ACTR 707', 'ACTR-707', 'ACTR707']"
mage-a1-comma-_her-2-slash-neu-comma-_fbp_peptides_ova--etcuvu5k,"MAGE-A1, Her-2/neu, FBP peptides ovarian cancer vaccine","['MAGE-A1, Her-2/neu, FBP peptides ovarian cancer vaccine']"
rg7386,RG7386,"['RO6874813', 'RG7386']"
cart-meso,CART-meso,"['autologous anti-mesothelin mRNA-transfected CIR T cells', 'meso-CART', 'Anti-mesothelin-CAR mRNA-transduced autologous T lymphocytes', 'autologous redirected RNA meso-CIR T cells', 'anti-mesothelin CIR mRNA-electroporated autologous T cells', 'CART-meso']"
